image_id,chip_id,flood_id,polarization,location,scene_start
tht24_vv,tht24,tht,vv,Spain,2019-09-17
tht25_vh,tht25,tht,vh,Spain,2019-09-17
tht25_vv,tht25,tht,vv,Spain,2019-09-17
tht26_vh,tht26,tht,vh,Spain,2019-09-17
tht26_vv,tht26,tht,vv,Spain,2019-09-17
tht27_vh,tht27,tht,vh,Spain,2019-09-17
tht27_vv,tht27,tht,vv,Spain,2019-09-17
tht28_vh,tht28,tht,vh,Spain,2019-09-17
tht28_vv,tht28,tht,vv,Spain,2019-09-17
tht29_vh,tht29,tht,vh,Spain,2019-09-17
tht29_vv,tht29,tht,vv,Spain,2019-09-17
tnp00_vh,tnp00,tnp,vh,Ghana,2018-09-18
tnp00_vv,tnp00,tnp,vv,Ghana,2018-09-18
tnp01_vh,tnp01,tnp,vh,Ghana,2018-09-18
tnp01_vv,tnp01,tnp,vv,Ghana,2018-09-18
tnp02_vh,tnp02,tnp,vh,Ghana,2018-09-18
tnp02_vv,tnp02,tnp,vv,Ghana,2018-09-18
tnp03_vh,tnp03,tnp,vh,Ghana,2018-09-18
tnp03_vv,tnp03,tnp,vv,Ghana,2018-09-18
tnp04_vh,tnp04,tnp,vh,Ghana,2018-09-18
tnp04_vv,tnp04,tnp,vv,Ghana,2018-09-18
tnp05_vh,tnp05,tnp,vh,Ghana,2018-09-18
tnp05_vv,tnp05,tnp,vv,Ghana,2018-09-18
tnp06_vh,tnp06,tnp,vh,Ghana,2018-09-18
tnp06_vv,tnp06,tnp,vv,Ghana,2018-09-18
tnp07_vh,tnp07,tnp,vh,Ghana,2018-09-18
tnp07_vv,tnp07,tnp,vv,Ghana,2018-09-18
tnp08_vh,tnp08,tnp,vh,Ghana,2018-09-18
tnp08_vv,tnp08,tnp,vv,Ghana,2018-09-18
tnp09_vh,tnp09,tnp,vh,Ghana,2018-09-18
tnp09_vv,tnp09,tnp,vv,Ghana,2018-09-18
tnp10_vh,tnp10,tnp,vh,Ghana,2018-09-18
tnp10_vv,tnp10,tnp,vv,Ghana,2018-09-18
tnp11_vh,tnp11,tnp,vh,Ghana,2018-09-18
tnp11_vv,tnp11,tnp,vv,Ghana,2018-09-18
tnp12_vh,tnp12,tnp,vh,Ghana,2018-09-18
tnp12_vv,tnp12,tnp,vv,Ghana,2018-09-18
tnp13_vh,tnp13,tnp,vh,Ghana,2018-09-18
tnp13_vv,tnp13,tnp,vv,Ghana,2018-09-18
tnp14_vh,tnp14,tnp,vh,Ghana,2018-09-18
tnp14_vv,tnp14,tnp,vv,Ghana,2018-09-18
tnp15_vh,tnp15,tnp,vh,Ghana,2018-09-18
tnp15_vv,tnp15,tnp,vv,Ghana,2018-09-18
tnp16_vh,tnp16,tnp,vh,Ghana,2018-09-18
tnp16_vv,tnp16,tnp,vv,Ghana,2018-09-18
tnp17_vh,tnp17,tnp,vh,Ghana,2018-09-18
tnp17_vv,tnp17,tnp,vv,Ghana,2018-09-18
tnp18_vh,tnp18,tnp,vh,Ghana,2018-09-18
tnp18_vv,tnp18,tnp,vv,Ghana,2018-09-18
tnp19_vh,tnp19,tnp,vh,Ghana,2018-09-18
tnp19_vv,tnp19,tnp,vv,Ghana,2018-09-18
tnp20_vh,tnp20,tnp,vh,Ghana,2018-09-18
tnp20_vv,tnp20,tnp,vv,Ghana,2018-09-18
tnp21_vh,tnp21,tnp,vh,Ghana,2018-09-18
tnp21_vv,tnp21,tnp,vv,Ghana,2018-09-18
tnp22_vh,tnp22,tnp,vh,Ghana,2018-09-18
tnp22_vv,tnp22,tnp,vv,Ghana,2018-09-18
tnp23_vh,tnp23,tnp,vh,Ghana,2018-09-18
tnp23_vv,tnp23,tnp,vv,Ghana,2018-09-18
tnp24_vh,tnp24,tnp,vh,Ghana,2018-09-18
tnp24_vv,tnp24,tnp,vv,Ghana,2018-09-18
tnp25_vh,tnp25,tnp,vh,Ghana,2018-09-18
tnp25_vv,tnp25,tnp,vv,Ghana,2018-09-18
tnp26_vh,tnp26,tnp,vh,Ghana,2018-09-18
tnp26_vv,tnp26,tnp,vv,Ghana,2018-09-18
tnp27_vh,tnp27,tnp,vh,Ghana,2018-09-18
tnp27_vv,tnp27,tnp,vv,Ghana,2018-09-18
tnp28_vh,tnp28,tnp,vh,Ghana,2018-09-18
tnp28_vv,tnp28,tnp,vv,Ghana,2018-09-18
tnp29_vh,tnp29,tnp,vh,Ghana,2018-09-18
tnp29_vv,tnp29,tnp,vv,Ghana,2018-09-18
tnp30_vh,tnp30,tnp,vh,Ghana,2018-09-18
tnp30_vv,tnp30,tnp,vv,Ghana,2018-09-18
tnp31_vh,tnp31,tnp,vh,Ghana,2018-09-18
tnp31_vv,tnp31,tnp,vv,Ghana,2018-09-18
tnp32_vh,tnp32,tnp,vh,Ghana,2018-09-18
tnp32_vv,tnp32,tnp,vv,Ghana,2018-09-18
tnp33_vh,tnp33,tnp,vh,Ghana,2018-09-18
tnp33_vv,tnp33,tnp,vv,Ghana,2018-09-18
tnp34_vh,tnp34,tnp,vh,Ghana,2018-09-18
tnp34_vv,tnp34,tnp,vv,Ghana,2018-09-18
tnp35_vh,tnp35,tnp,vh,Ghana,2018-09-18
tnp35_vv,tnp35,tnp,vv,Ghana,2018-09-18
tnp36_vh,tnp36,tnp,vh,Ghana,2018-09-18
tnp36_vv,tnp36,tnp,vv,Ghana,2018-09-18
tnp37_vh,tnp37,tnp,vh,Ghana,2018-09-18
tnp37_vv,tnp37,tnp,vv,Ghana,2018-09-18
tnp38_vh,tnp38,tnp,vh,Ghana,2018-09-18
tnp38_vv,tnp38,tnp,vv,Ghana,2018-09-18
tnp39_vh,tnp39,tnp,vh,Ghana,2018-09-18
tnp39_vv,tnp39,tnp,vv,Ghana,2018-09-18
tnp40_vh,tnp40,tnp,vh,Ghana,2018-09-18
tnp40_vv,tnp40,tnp,vv,Ghana,2018-09-18
tnp41_vh,tnp41,tnp,vh,Ghana,2018-09-18
tnp41_vv,tnp41,tnp,vv,Ghana,2018-09-18
tnp42_vh,tnp42,tnp,vh,Ghana,2018-09-18
tnp42_vv,tnp42,tnp,vv,Ghana,2018-09-18
tnp43_vh,tnp43,tnp,vh,Ghana,2018-09-18
tnp43_vv,tnp43,tnp,vv,Ghana,2018-09-18
tnp44_vh,tnp44,tnp,vh,Ghana,2018-09-18
tnp44_vv,tnp44,tnp,vv,Ghana,2018-09-18
tnp45_vh,tnp45,tnp,vh,Ghana,2018-09-18
tnp45_vv,tnp45,tnp,vv,Ghana,2018-09-18
tnp46_vh,tnp46,tnp,vh,Ghana,2018-09-18
tnp46_vv,tnp46,tnp,vv,Ghana,2018-09-18
tnp47_vh,tnp47,tnp,vh,Ghana,2018-09-18
tnp47_vv,tnp47,tnp,vv,Ghana,2018-09-18
tnp48_vh,tnp48,tnp,vh,Ghana,2018-09-18
tnp48_vv,tnp48,tnp,vv,Ghana,2018-09-18
tnp49_vh,tnp49,tnp,vh,Ghana,2018-09-18
tnp49_vv,tnp49,tnp,vv,Ghana,2018-09-18
tnp50_vh,tnp50,tnp,vh,Ghana,2018-09-18
tnp50_vv,tnp50,tnp,vv,Ghana,2018-09-18
tnp51_vh,tnp51,tnp,vh,Ghana,2018-09-18
tnp51_vv,tnp51,tnp,vv,Ghana,2018-09-18
tnp52_vh,tnp52,tnp,vh,Ghana,2018-09-18
tnp52_vv,tnp52,tnp,vv,Ghana,2018-09-18
wvy00_vh,wvy00,wvy,vh,UK,2019-02-15
wvy00_vv,wvy00,wvy,vv,UK,2019-02-15
wvy01_vh,wvy01,wvy,vh,UK,2019-02-15
wvy01_vv,wvy01,wvy,vv,UK,2019-02-15
wvy02_vh,wvy02,wvy,vh,UK,2019-02-15
wvy02_vv,wvy02,wvy,vv,UK,2019-02-15
wvy03_vh,wvy03,wvy,vh,UK,2019-02-15
wvy03_vv,wvy03,wvy,vv,UK,2019-02-15
wvy04_vh,wvy04,wvy,vh,UK,2019-02-15
wvy04_vv,wvy04,wvy,vv,UK,2019-02-15
wvy05_vh,wvy05,wvy,vh,UK,2019-02-15
wvy05_vv,wvy05,wvy,vv,UK,2019-02-15
wvy06_vh,wvy06,wvy,vh,UK,2019-02-15
wvy06_vv,wvy06,wvy,vv,UK,2019-02-15
wvy07_vh,wvy07,wvy,vh,UK,2019-02-15
wvy07_vv,wvy07,wvy,vv,UK,2019-02-15
wvy08_vh,wvy08,wvy,vh,UK,2019-02-15
wvy08_vv,wvy08,wvy,vv,UK,2019-02-15
wvy09_vh,wvy09,wvy,vh,UK,2019-02-15
wvy09_vv,wvy09,wvy,vv,UK,2019-02-15
wvy10_vh,wvy10,wvy,vh,UK,2019-02-15
wvy10_vv,wvy10,wvy,vv,UK,2019-02-15
wvy11_vh,wvy11,wvy,vh,UK,2019-02-15
wvy11_vv,wvy11,wvy,vv,UK,2019-02-15
wvy12_vh,wvy12,wvy,vh,UK,2019-02-15
wvy12_vv,wvy12,wvy,vv,UK,2019-02-15
wvy13_vh,wvy13,wvy,vh,UK,2019-02-15
wvy13_vv,wvy13,wvy,vv,UK,2019-02-15
wvy14_vh,wvy14,wvy,vh,UK,2019-02-15
wvy14_vv,wvy14,wvy,vv,UK,2019-02-15
wvy15_vh,wvy15,wvy,vh,UK,2019-02-15
wvy15_vv,wvy15,wvy,vv,UK,2019-02-15
wvy16_vh,wvy16,wvy,vh,UK,2019-02-15
wvy16_vv,wvy16,wvy,vv,UK,2019-02-15
wvy17_vh,wvy17,wvy,vh,UK,2019-02-15
wvy17_vv,wvy17,wvy,vv,UK,2019-02-15
wvy18_vh,wvy18,wvy,vh,UK,2019-02-15
wvy18_vv,wvy18,wvy,vv,UK,2019-02-15
wvy19_vh,wvy19,wvy,vh,UK,2019-02-15
wvy19_vv,wvy19,wvy,vv,UK,2019-02-15
wvy20_vh,wvy20,wvy,vh,UK,2019-02-15
wvy20_vv,wvy20,wvy,vv,UK,2019-02-15
wvy21_vh,wvy21,wvy,vh,UK,2019-02-15
wvy21_vv,wvy21,wvy,vv,UK,2019-02-15
wvy22_vh,wvy22,wvy,vh,UK,2019-02-15
wvy22_vv,wvy22,wvy,vv,UK,2019-02-15
wvy23_vh,wvy23,wvy,vh,UK,2019-02-15
wvy23_vv,wvy23,wvy,vv,UK,2019-02-15
wvy24_vh,wvy24,wvy,vh,UK,2019-02-15
wvy24_vv,wvy24,wvy,vv,UK,2019-02-15
wvy25_vh,wvy25,wvy,vh,UK,2019-02-15
wvy25_vv,wvy25,wvy,vv,UK,2019-02-15
wvy26_vh,wvy26,wvy,vh,UK,2019-02-15
wvy26_vv,wvy26,wvy,vv,UK,2019-02-15
wvy27_vh,wvy27,wvy,vh,UK,2019-02-15
wvy27_vv,wvy27,wvy,vv,UK,2019-02-15
wvy28_vh,wvy28,wvy,vh,UK,2019-02-15
wvy28_vv,wvy28,wvy,vv,UK,2019-02-15
wvy29_vh,wvy29,wvy,vh,UK,2019-02-15
wvy29_vv,wvy29,wvy,vv,UK,2019-02-15
wvy30_vh,wvy30,wvy,vh,UK,2019-02-15
wvy30_vv,wvy30,wvy,vv,UK,2019-02-15
wvy31_vh,wvy31,wvy,vh,UK,2019-02-15
wvy31_vv,wvy31,wvy,vv,UK,2019-02-15
